Name,Key,Value,Type,Source,Category,Status
"Optin_Email_Subject 11","Optin_Email_Subject 11","Day 11: The hidden obstacles that keep you stuck at $20–$50k/mo",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 12","Optin_Email_Subject 12","Day 12: Behind the scenes—how “bottleneck removal” actually works",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 13","Optin_Email_Subject 13","What results look like (and when) for founders like you",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 14","Optin_Email_Subject 14","Simplify your business in 3 moves (starting today)",unknown,"not mapped",📄 Other,Filled
"Free_Gift_Email Body","Free_Gift_Email Body","Thank you! Here's your free gift as promised...",unknown,"not mapped",📄 Other,Filled
"Free_Gift_Email Subject","Free_Gift_Email Subject","Here's your free gift!",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 1","Optin_Email_Preheader 1","If your agency runs on your brain + Slack, this will feel like relief.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 2","Optin_Email_Preheader 2","If every request hits you first, your calendar will never calm down.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 3","Optin_Email_Preheader 3","If work keeps bouncing back to you, it’s not a people problem—it’s a spec problem.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 4","Optin_Email_Preheader 4","When delivery is at 90–100%, every new client feels like a threat.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 5","Optin_Email_Preheader 5","One simple rule that cuts Slack pings and prevents fires.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 6","Optin_Email_Preheader 6","A 30-minute ritual that prevents Friday-night catch-up.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 7","Optin_Email_Preheader 7","One sentence + one system that protects margins and relationships.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 9","Optin_Email_Preheader 9","Strategy isn’t the hard part—identity is.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 10","Optin_Email_Preheader 10","If any of these are true, growth will feel heavy.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 11","Optin_Email_Preheader 11","It’s rarely “lead gen.” It’s usually something quieter.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 12","Optin_Email_Preheader 12","The order matters. Here’s the internal playbook.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 13","Optin_Email_Preheader 13","A realistic timeline for getting out of the weeds—without breaking what’s working.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 14","Optin_Email_Preheader 14","Less complexity. More margin. A calmer team and cleaner delivery.",unknown,"not mapped",📄 Other,Filled
"Optin_SMS_1","Optin_SMS_1","Test",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 8 Morning","Optin_Email_Body 8 Morning","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hey {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">You’ve gotten a handful of daily tips this week. If you’re anything like most agency owners, you’re probably thinking:</p>
<p style=""margin: 0 0 15px 0;"">“Yep… that’s me. But where do I start without breaking everything?”</p>
<p style=""margin: 0 0 15px 0;"">That’s exactly why a call helps.</p>
<p style=""margin: 0 0 15px 0;"">The Bottleneck Breakout Sprint isn’t theory—it’s a quick diagnostic that turns the messy, swirling problems into a simple sequence:</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">What’s the real constraint right now?</li>
</ol>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Is it delivery capacity?</li>
<li style=""margin: 5px 0;"">client comms and revisions?</li>
<li style=""margin: 5px 0;"">sales + fulfillment overlap?</li>
<li style=""margin: 5px 0;"">you being the final approver for everything?</li>
</ul>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">What’s the smallest change that creates the biggest relief?</li>
</ol>
We’re looking for leverage. The kind that reduces the number of decisions you personally have to make every day.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">What should NOT be fixed yet?</li>
</ol>
This is the part founders love. Most “systems” fail because you try to standardize everything at once. We’ll identify the 1–2 things that actually matter first.
<p style=""margin: 0 0 15px 0;"">What you’ll leave with:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">a clear bottleneck statement (so you stop guessing)</li><br><li style=""margin: 5px 0;"">a 7–14 day action plan you can execute with your current team</li><br><li style=""margin: 5px 0;"">decision rules you can copy/paste into Slack to reduce pings immediately</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">No pressure, no weird persuasion.<br>If it’s not a fit, I’ll tell you and still send you in the right direction.</p>
<p style=""margin: 0 0 15px 0;"">If you want that clarity, grab a time that works.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 8 Afternoon","Optin_Email_Body 8 Afternoon","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hey {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Quick story that might feel familiar.</p>
<p style=""margin: 0 0 15px 0;"">An agency owner I spoke with was doing ~$30K/month, great clients, solid team… and still felt like they couldn’t breathe.</p>
<p style=""margin: 0 0 15px 0;"">Their symptoms:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Slack from morning to bedtime</li><br><li style=""margin: 5px 0;"">constant “quick questions” that weren’t quick</li><br><li style=""margin: 5px 0;"">client work was fine, but everything depended on them</li><br><li style=""margin: 5px 0;"">weekends were for catching up, not recovering</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">They assumed the answer was hiring more people.<br>It wasn’t.</p>
<p style=""margin: 0 0 15px 0;"">The real bottleneck was decision traffic.<br>They were the default approver for:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">scope changes</li><br><li style=""margin: 5px 0;"">QA standards</li><br><li style=""margin: 5px 0;"">client messaging</li><br><li style=""margin: 5px 0;"">prioritization when things got tight</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">So we ran a Bottleneck Breakout Sprint and focused on three moves:</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">A 3-Lane Decision System</li>
</ol>
We defined what the team could decide, what required notify-only, and what truly needed escalation.
Result: fewer pings and faster delivery.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">A weekly delivery reset</li>
</ol>
30 minutes to set promises, owners, and deadlines.
Result: fewer surprises and less midweek panic.
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">A change request menu</li>
</ol>
Every “can you also…” got turned into a tradeoff decision.
Result: margins stabilized and the team stopped absorbing free work.
<p style=""margin: 0 0 15px 0;"">What changed within a few weeks:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">they stopped being the router for every account</li><br><li style=""margin: 5px 0;"">clients got clearer expectations (and actually respected the process)</li><br><li style=""margin: 5px 0;"">they had multiple nights per week with zero work after dinner</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Not because they worked harder.<br>Because the business stopped requiring them as the operating system.</p>
<p style=""margin: 0 0 15px 0;"">If you’re in that $15K–$50K/month zone and you can feel the ceiling coming down, a call can help you find the one constraint that—once removed—creates real breathing room.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 8 Evening","Optin_Email_Body 8 Evening","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hey {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Quick note before the week wraps.</p>
<p style=""margin: 0 0 15px 0;"">If you’ve been meaning to get eyes on your bottleneck (the thing that keeps pulling you back into strategist/QA/firefighter mode), this is your nudge.</p>
<p style=""margin: 0 0 15px 0;"">When agency owners wait, what usually happens is:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">Monday arrives</li><br><li style=""margin: 5px 0;"">clients need things</li><br><li style=""margin: 5px 0;"">the team has questions</li><br><li style=""margin: 5px 0;"">you tell yourself you’ll “fix ops later”…</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">…and suddenly it’s another month of being the business instead of running it.</p>
<p style=""margin: 0 0 15px 0;"">A short call is often enough to create immediate traction. We’ll pinpoint:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">where you’re the constraint (decision traffic, QA, client comms, scope)</li><br><li style=""margin: 5px 0;"">the smallest rule/process that removes pressure fast</li><br><li style=""margin: 5px 0;"">what to ignore for now so you don’t start 12 initiatives at once</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">If you want that clarity before next week kicks off, book a time now.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 8 Morning","Optin_Email_Preheader 8 Morning","A call isn’t a pitch—think of it as a clarity sprint.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 8 Afternoon","Optin_Email_Preheader 8 Afternoon","The bottleneck wasn’t workload—it was decision traffic.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 8 Evening","Optin_Email_Preheader 8 Evening","If you want clarity before next week hits, grab a spot.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 8 Morning","Optin_Email_Subject 8 Morning","{{contact.first_name}}, want me to map your bottleneck in 20 minutes?",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 8 Afternoon","Optin_Email_Subject 8 Afternoon","How one agency owner got their nights back (without hiring a COO)",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 8 Evening","Optin_Email_Subject 8 Evening","Last chance to book this week, {{contact.first_name}}",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 15 Afternoon","Optin_Email_Body 15 Afternoon","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hi {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">It’s the final day, so let’s address the questions that usually keep founders on the fence.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">“I don’t have time for this right now.”</li>
</ol>
That’s usually the signal you need it most.
<p style=""margin: 0 0 15px 0;"">The Sprint is designed to reduce time demand, not add to it. We focus on the one constraint that’s forcing you to be involved in everything—then install a few rules that remove you from the loop.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">“My situation is messy / unique.”</li>
</ol>
Every founder thinks this.
<p style=""margin: 0 0 15px 0;"">The details differ, but the patterns repeat: unclear intake, fuzzy ‘done,’ approval bottlenecks, inconsistent client comms, and roles that depend on your brain. The Sprint is built to work with real-world mess, not ideal conditions.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">“I need to hire first.”</li>
</ol>
Hiring into chaos makes chaos more expensive.
<p style=""margin: 0 0 15px 0;"">If you fix the bottleneck first, your next hire is easier to onboard, easier to manage, and more likely to succeed—because the rules of the game are clear.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">“What if my team doesn’t follow the process?”</li>
</ol>
Then the process is either too complex, not enforced, or not tied to outcomes.
<p style=""margin: 0 0 15px 0;"">We keep it lightweight and practical: a small number of operating rules that your team can actually run. And we set expectations so it’s not optional.</p>
<ol style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">“What if this is just another strategy call?”</li>
</ol>
It’s not.
<p style=""margin: 0 0 15px 0;"">Here’s what happens on the call:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">You explain your delivery model, team, and where you’re getting pulled in.</li>
<li style=""margin: 5px 0;"">We identify the bottleneck that’s creating the highest cost (time, quality, margin, stress).</li>
<li style=""margin: 5px 0;"">You leave with a clear plan: what to change first, what to ignore, and what ‘better’ looks like in the next 2–4 weeks.</li>
<li style=""margin: 5px 0;"">If there’s a fit, we’ll discuss the Bottleneck Breakout Sprint and what implementation would look like.</li>
</ul>
<p style=""margin: 0 0 15px 0;"">No pressure tactics. Just clarity and a direct path.</p>
<p style=""margin: 0 0 15px 0;"">If you’ve read these emails and thought, “This is me,” don’t let another quarter go by where the business grows and your life shrinks.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 15 Evening","Optin_Email_Body 15 Evening","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hi {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">This is the last email I’ll send in this sequence.</p>
<p style=""margin: 0 0 15px 0;"">So here’s the clean choice in front of you.</p>
<p style=""margin: 0 0 15px 0;"">Option A: You keep doing what you’ve been doing.</p>
<p style=""margin: 0 0 15px 0;"">You keep being the person who:<br><ul style=""margin: 10px 0; padding-left: 20px;""><br><li style=""margin: 5px 0;"">catches what everyone else misses</li><br><li style=""margin: 5px 0;"">rewrites what should’ve been “done”</li><br><li style=""margin: 5px 0;"">jumps into client threads to save the relationship</li><br><li style=""margin: 5px 0;"">carries the mental load of every deadline</li><br><li style=""margin: 5px 0;"">tries to be present at home while your brain is still at work</li><br></ul></p>
<p style=""margin: 0 0 15px 0;"">Revenue might hold. It might even grow.<br>But the cost will keep increasing—because the business is using you as the system.</p>
<p style=""margin: 0 0 15px 0;"">Option B: You fix the bottleneck.</p>
<p style=""margin: 0 0 15px 0;"">Not with a massive overhaul. Not with a new tool stack. Not with a 6-month “operations project.”</p>
<p style=""margin: 0 0 15px 0;"">By identifying the one constraint that’s creating most of the chaos and solving it with a small number of enforceable operating rules.</p>
<p style=""margin: 0 0 15px 0;"">When that bottleneck breaks, a few things happen fast:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Your team stops escalating everything to you</li>
<li style=""margin: 5px 0;"">Delivery becomes predictable (which protects margin)</li>
<li style=""margin: 5px 0;"">Client communication gets calmer (which protects retention)</li>
<li style=""margin: 5px 0;"">You get capacity back (which gives you room to sell, hire, or rest)</li>
</ul>
<p style=""margin: 0 0 15px 0;"">And here’s the part founders don’t say out loud:</p>
<p style=""margin: 0 0 15px 0;"">When you’re always on, your family gets the leftovers.<br>Not because you don’t care—because your business is designed to require you.</p>
<p style=""margin: 0 0 15px 0;"">If you want to scale without sacrificing your health, marriage, or parenting… it has to be built into the operating model.</p>
<p style=""margin: 0 0 15px 0;"">The Bottleneck Breakout Sprint is a short, focused intervention to do exactly that.</p>
<p style=""margin: 0 0 15px 0;"">If you’re still reading, you don’t need more information.<br>You need a decision.</p>
<p style=""margin: 0 0 15px 0;"">Book the call. We’ll diagnose the bottleneck, map the fastest path out, and you’ll know—quickly—whether this is the right next step.</p>
<p style=""margin: 0 0 15px 0;"">This is the final day and the final email.</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Body 15 Morning","Optin_Email_Body 15 Morning","<div style=""font-family: Arial, sans-serif; font-size: 16px; line-height: 1.6; color: #333333;""><p style=""margin: 0 0 15px 0;"">Hi {{contact.first_name}},</p>
<p style=""margin: 0 0 15px 0;"">Quick note because it’s the final day of this sequence.</p>
<p style=""margin: 0 0 15px 0;"">If you’ve been living in “I’ll deal with it after this client launch / after this hire / after this quarter”… you already know what happens.</p>
<p style=""margin: 0 0 15px 0;"">The business keeps growing.<br>And you stay the operating system.</p>
<p style=""margin: 0 0 15px 0;"">The Bottleneck Breakout Sprint is for the founder who has proven they can sell—but can’t scale without personally absorbing the cost:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">You’re the strategist on every account</li>
<li style=""margin: 5px 0;"">You’re the final QA gate</li>
<li style=""margin: 5px 0;"">You’re the escalation path for the team</li>
<li style=""margin: 5px 0;"">You’re the one who makes things “actually happen”</li>
</ul>
<p style=""margin: 0 0 15px 0;"">This isn’t a willpower problem.<br>It’s an operating model problem.</p>
<p style=""margin: 0 0 15px 0;"">On the call, we’ll:</p>
<ul style=""margin: 10px 0; padding-left: 20px;"">
<li style=""margin: 5px 0;"">Identify the single bottleneck creating most of the chaos</li>
<li style=""margin: 5px 0;"">Map the fastest fix (not 12 new initiatives)</li>
<li style=""margin: 5px 0;"">Decide if the Sprint is the right fit to implement it quickly</li>
</ul>
<p style=""margin: 0 0 15px 0;"">The goal is simple: more capacity, less firefighting, and a business that can deliver consistently without you being on Slack at dinner.</p>
<p style=""margin: 0 0 15px 0;"">If you want 2026 to feel different than 2025, don’t wait for “someday.”</p>
<p style=""margin: 0 0 15px 0;"">Book your call here: [Schedule Link]</p></div>",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 15 Afternoon","Optin_Email_Preheader 15 Afternoon","Common objections (time, money, team, timing) + what happens on the call.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 15 Evening","Optin_Email_Preheader 15 Evening","Same revenue, higher stress… or a business that runs without you.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Preheader 15 Morning","Optin_Email_Preheader 15 Morning","Today’s the last day to book your Bottleneck Breakout Sprint call.",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 15 Afternoon","Optin_Email_Subject 15 Afternoon","“Is this actually for me?” Final-day FAQ",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 15 Evening","Optin_Email_Subject 15 Evening","Last email: choose your next 90 days",unknown,"not mapped",📄 Other,Filled
"Optin_Email_Subject 15 Morning","Optin_Email_Subject 15 Morning","Final day: want your nights back?",unknown,"not mapped",📄 Other,Filled
"Optin_SMS_2","Optin_SMS_2","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_3","Optin_SMS_3","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_4","Optin_SMS_4","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_5","Optin_SMS_5","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_6","Optin_SMS_6","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_7","Optin_SMS_7","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_8_Morning","Optin_SMS_8_Morning","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_8_Afternoon","Optin_SMS_8_Afternoon","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_8_Evening","Optin_SMS_8_Evening","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_9","Optin_SMS_9","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_10","Optin_SMS_10","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_11","Optin_SMS_11","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_12","Optin_SMS_12","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_13","Optin_SMS_13","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_14","Optin_SMS_14","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_15_Afternoon","Optin_SMS_15_Afternoon","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_15_Evening","Optin_SMS_15_Evening","",unknown,"not mapped",📄 Other,Empty
"Optin_SMS_15_Morning","Optin_SMS_15_Morning","",unknown,"not mapped",📄 Other,Empty
"Email Body When Call Booked","Email Body When Call Booked","[Test value for: Email Body When Call Booked]",unknown,"not mapped",📄 Other,Filled
"Email Subject When Call Booked","Email Subject When Call Booked","[Test value for: Email Subject When Call Booked]",unknown,"not mapped",📄 Other,Filled
"SMS When Call Booked","SMS When Call Booked","[Test value for: SMS When Call Booked]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader When Call Booked","Email PreHeader When Call Booked","[Test value for: Email PreHeader When Call Booked]",unknown,"not mapped",📄 Other,Filled
"SMS 48 Hour before Call Time","SMS 48 Hour before Call Time","[Test value for: SMS 48 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Body 24 Hour before Call Time","Email Body 24 Hour before Call Time","[Test value for: Email Body 24 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader 48 Hour before Call Time","Email PreHeader 48 Hour before Call Time","[Test value for: Email PreHeader 48 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"SMS 24 Hour before Call Time","SMS 24 Hour before Call Time","[Test value for: SMS 24 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Subject 48 Hour before Call Time","Email Subject 48 Hour before Call Time","[Test value for: Email Subject 48 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Body 48 Hour before Call Time","Email Body 48 Hour before Call Time","[Test value for: Email Body 48 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader 24 Hour before Call Time","Email PreHeader 24 Hour before Call Time","[Test value for: Email PreHeader 24 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Subject 1 Hour before Call Time","Email Subject 1 Hour before Call Time","[Test value for: Email Subject 1 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"SMS 1 Hour before Call Time","SMS 1 Hour before Call Time","[Test value for: SMS 1 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Body 1 Hour before Call Time","Email Body 1 Hour before Call Time","[Test value for: Email Body 1 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Subject 24 Hour before Call Time","Email Subject 24 Hour before Call Time","[Test value for: Email Subject 24 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader 1 Hour before Call Time","Email PreHeader 1 Hour before Call Time","[Test value for: Email PreHeader 1 Hour before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader 10 min before Call Time","Email PreHeader 10 min before Call Time","[Test value for: Email PreHeader 10 min before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Body 10 min before Call Time","Email Body 10 min before Call Time","[Test value for: Email Body 10 min before Call Time]",unknown,"not mapped",📄 Other,Filled
"SMS 10 Min before Call Time","SMS 10 Min before Call Time","[Test value for: SMS 10 Min before Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Subject 10 min before Call Time","Email Subject 10 min before Call Time","[Test value for: Email Subject 10 min before Call Time]",unknown,"not mapped",📄 Other,Filled
"SMS at Call Time","SMS at Call Time","[Test value for: SMS at  Call Time]",unknown,"not mapped",📄 Other,Filled
"Email PreHeader at Call Time","Email PreHeader at Call Time","[Test value for: Email PreHeader at Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Subject at Call Time","Email Subject at Call Time","[Test value for: Email Subject at Call Time]",unknown,"not mapped",📄 Other,Filled
"Email Body at Call Time","Email Body at Call Time","[Test value for: Email Body at Call Time]",unknown,"not mapped",📄 Other,Filled
